SL,Easting,Northing,RL,Remarks,Surveyor,Date,,,
368,620694.9668,2732664.838,18.73,Mango Garden,Sanowar,44290,,,
369,620753.702,2732776.601,18.63,Mango Garden,Sanowar,44290,,,
370,621006.3214,2733192.321,18.65,Mango Garden,Sanowar,44290,,,
371,621024.2134,2733276.325,18.70,Mango Garden,Sanowar,44290,,,
372,621057.2314,2733395.021,18.77,Mango Garden,Sanowar,44290,,,
373,620931.0213,2733319.321,18.90,Mango Garden,Sanowar,44290,,,
374,620924.3214,2733243.251,18.79,Mango Garden,Sanowar,44290,,,
375,620924.3652,2733173.251,18.87,Mango Garden,Sanowar,44290,,,
376,620864.0213,2733377.363,18.70,Mango Garden,Sanowar,44290,,,
377,620822.1243,2733280.215,18.66,Mango Garden,Sanowar,44290,,,
378,620806.3214,2733185.231,18.65,Mango Garden,Sanowar,44290,,,
379,620754.2314,2733389.231,18.72,Mango Garden,Sanowar,44290,,,
380,620728.1234,2733269.325,18.82,Mango Garden,Sanowar,44290,,,
381,620706.0123,2733183.215,18.61,Mango Garden,Sanowar,44290,,,
382,620605.1235,2733213.369,18.80,Mango Garden,Sanowar,44290,,,
383,620628.3625,2733310.585,18.55,Mango Garden,Sanowar,44290,,,
384,620656.2351,2733407.235,18.60,Mango Garden,Sanowar,44290,,,
385,620499.2514,2732472.325,18.47,Mango Garden,Sanowar,44290,,,
386,620363.2143,2732497.365,18.70,Mango Garden,Sanowar,44290,,,
387,620842.4988,2732740.447,18.61,Mango Garden,Sanowar,44290,,,
388,620794.5723,2732638.245,18.63,Mango Garden,Sanowar,44290,,,
389,620889.4745,2732614.399,18.41,Mango Garden,Sanowar,44290,,,
390,620909.3033,2732695.7,18.57,Mango Garden,Sanowar,44290,,,
391,620933.0724,2732815.68,18.47,Mango Garden,Sanowar,44290,,,
392,620929.3483,2732912.205,18.52,Mango Garden,Sanowar,44290,,,
393,620824.1123,2732954.022,18.83,Mango Garden,Sanowar,44290,,,
394,620801.1102,2732862.948,18.63,Mango Garden,Sanowar,44290,,,
395,620720.2855,2732983.067,18.94,Mango Garden,Sanowar,44290,,,
396,620692.1142,2732907.025,18.77,Mango Garden,Sanowar,44290,,,
397,620632.0415,2733007.687,18.93,Mango Garden,Sanowar,44290,,,
398,620600.3068,2732930.621,18.88,Mango Garden,Sanowar,44290,,,
399,620514.2041,2732961.637,18.88,Mango Garden,Sanowar,44290,,,
400,620534.124,2733041.938,19.06,Mango Garden,Sanowar,44290,,,
401,620465.3779,2732978.514,19.01,Mango Garden,Sanowar,44290,,,
402,620453.3442,2733061.932,19.08,Mango Garden,Sanowar,44290,,,
403,620544.2092,2733109.129,19.13,Mango Garden,Sanowar,44290,,,
404,620602.7506,2733102.953,19.52,Mango Garden,Sanowar,44290,,,
405,620617.7807,2733116.499,19.08,Mango Garden,Sanowar,44290,,,
406,620641.461,2733159.713,19.12,Mango Garden,Sanowar,44290,,,
407,620666.0032,2733080.013,19.04,Mango Garden,Sanowar,44290,,,
408,620728.679,2733049.326,19.40,Mango Garden,Sanowar,44290,,,
409,620766.5381,2733127.146,18.99,Mango Garden,Sanowar,44290,,,
410,620777.6488,2733027.952,18.89,Mango Garden,Sanowar,44290,,,
411,620818.4993,2733091.125,18.97,Mango Garden,Sanowar,44290,,,
412,620821.4926,2732999.922,18.89,Mango Garden,Sanowar,44290,,,
413,620865.1731,2733052.898,18.92,Mango Garden,Sanowar,44290,,,
414,620867.3104,2732976.018,18.85,Mango Garden,Sanowar,44290,,,
415,620912.8401,2732974.254,18.79,Mango Garden,Sanowar,44290,,,
416,620895.9058,2733061.666,18.89,Mango Garden,Sanowar,44290,,,
417,620960.4257,2733113.684,18.80,Mango Garden,Sanowar,44290,,,
418,620922.2925,2733117.859,19.06,Mango Garden,Sanowar,44290,,,
419,620879.7467,2733123.149,19.08,Mango Garden,Sanowar,44290,,,
420,620821.8468,2733135.641,19.09,Mango Garden,Sanowar,44290,,,
421,620867.5151,2733179.383,19.12,Mango Garden,Sanowar,44290,,,
422,620772.9546,2733146.683,19.08,Mango Garden,Sanowar,44290,,,
423,620707.903,2733119.732,19.02,Mango Garden,Sanowar,44290,,,
424,620657.938,2733132.87,19.11,Mango Garden,Sanowar,44290,,,
425,620638.5348,2733172.683,19.18,Mango Garden,Sanowar,44290,,,
426,620564.9726,2732796.753,18.82,Mango Garden,Sanowar,44290,,,
427,620627.4075,2732764.452,18.81,Mango Garden,Sanowar,44290,,,
428,620484.4017,2732696.087,19.90,Mango Garden,Sanowar,44290,,,
429,620598.483,2732633.19,19.89,Mango Garden,Sanowar,44290,,,
430,620600.6578,2732639.031,18.66,Mango Garden,Sanowar,44290,,,
431,620686.7429,2732711.36,18.71,Mango Garden,Sanowar,44290,,,
432,620677.0072,2732608.393,18.56,Mango Garden,Sanowar,44290,,,
433,620677.2011,2732603.049,19.76,Mango Garden,Sanowar,44290,,,
434,620775.1497,2732683.4,18.59,Mango Garden,Sanowar,44290,,,
435,620809.086,2732586.669,18.54,Mango Garden,Sanowar,44290,,,
436,620843.6032,2732671.907,18.48,Mango Garden,Sanowar,44290,,,
437,620814.6313,2732571.724,19.55,Mango Garden,Sanowar,44290,,,
438,620572.8644,2732543.958,19.10,BS,Sanowar,44290,,,
439,620375.6434,2732697.693,18.98,Mango Garden,Sanowar,44290,,,
440,620350.4761,2732613.71,18.98,Mango Garden,Sanowar,44290,,,
441,620471.7092,2732658.458,18.81,Mango Garden,Sanowar,44290,,,
442,620431.2938,2732567.668,18.92,Mango Garden,Sanowar,44290,,,
443,620508.5187,2732557.097,18.87,Mango Garden,Sanowar,44290,,,
444,620532.8703,2732617.932,18.88,Mango Garden,Sanowar,44290,,,
445,620615.3475,2732577.23,18.78,Mango Garden,Sanowar,44290,,,
446,620601.0168,2732502.181,18.73,Mango Garden,Sanowar,44290,,,
447,620696.7209,2732547.957,18.75,Mango Garden,Sanowar,44290,,,
448,620648.5341,2732445.339,18.80,Mango Garden,Sanowar,44290,,,
449,620760.1264,2732533.807,18.78,Mango Garden,Sanowar,44290,,,
450,620724.8232,2732427.877,18.67,Mango Garden,Sanowar,44290,,,
451,620827.2779,2732475.512,18.73,Mango Garden,Sanowar,44290,,,
452,620826.2484,2732417.759,18.60,Mango Garden,Sanowar,44290,,,
453,620806.6123,2732335.517,18.52,Mango Garden,Sanowar,44290,,,
454,620711.0061,2732354.251,18.63,Mango Garden,Sanowar,44290,,,
455,620617.4155,2732366.035,18.71,Mango Garden,Sanowar,44290,,,
456,620526.9911,2732384.632,18.78,Mango Garden,Sanowar,44290,,,
457,620423.235,2732406.344,19.01,Mango Garden,Sanowar,44290,,,
458,620322.3454,2732430.661,19.07,Mango Garden,Sanowar,44290,,,
459,620317.9516,2732356.083,18.71,Mango Garden,Sanowar,44290,,,
460,620411.3615,2732313.735,18.94,Mango Garden,Sanowar,44290,,,
461,620507.6245,2732293.84,18.74,Mango Garden,Sanowar,44290,,,
462,620598.8301,2732268.086,18.74,Mango Garden,Sanowar,44290,,,
463,620693.8952,2732253.413,18.46,Mango Garden,Sanowar,44290,,,
464,620772.2285,2732235.233,18.61,Mango Garden,Sanowar,44290,,,
465,620813.8546,2732207.739,18.59,Mango Garden,Sanowar,44290,,,
466,620801.7238,2732141.471,18.54,Mango Garden,Sanowar,44290,,,
467,620669.2886,2732164.302,18.58,Mango Garden,Sanowar,44290,,,
468,620568.9828,2732179.024,19.18,Mango Garden,Sanowar,44290,,,
469,620499.0499,2732191.467,18.82,Mango Garden,Sanowar,44290,,,
470,620416.5352,2732207.184,18.88,Mango Garden,Sanowar,44290,,,
471,620364.98,2732217.036,18.68,Mango Garden,Sanowar,44290,,,
472,620362.9304,2732140.13,18.88,Mango Garden,Sanowar,44290,,,
473,620402.6366,2732123.64,18.66,Mango Garden,Sanowar,44290,,,
474,620477.0062,2732104.229,18.58,Mango Garden,Sanowar,44290,,,
475,620543.9457,2732083.865,18.35,Mango Garden,Sanowar,44290,,,
476,620614.4632,2732063.138,18.35,Mango Garden,Sanowar,44290,,,
477,620687.5923,2732046.415,18.32,Mango Garden,Sanowar,44290,,,
478,620678.0284,2732063.267,18.48,Mango Garden,Sanowar,44290,,,
479,620716.3338,2732053.402,18.42,Mango Garden,Sanowar,44290,,,
480,620796.7627,2732036.325,18.40,Mango Garden,Sanowar,44290,,,
481,620826.0089,2732029.066,18.22,Mango Garden,Sanowar,44290,,,
482,620598.5443,2732061.129,19.53,Pucca Road,Sanowar,44290,,,
483,620543.1204,2732075.348,19.54,Pucca Road,Sanowar,44290,,,
484,620400.4306,2732117.932,19.75,Pucca Road,Sanowar,44290,,,
485,620318.251,2732139.204,20.52,Pucca Road,Sanowar,44290,,,
486,620336.2354,2732155.04,18.87,Mango Garden,Sanowar,44290,,,
487,619922.8431,2731306.804,19.78,BS,Sanower,44291,,,
488,619987.9446,2731392.883,19.32,Mango garden,Sanower,44291,,,
489,620019.1358,2731344.944,19.11,Mango garden,Sanower,44291,,,
490,620008.4312,2731305.6,19.31,Mango garden,Sanower,44291,,,
491,619966.0857,2731310.967,19.30,Mango garden,Sanower,44291,,,
492,619998.8186,2731230.838,19.29,Mango garden,Sanower,44291,,,
493,619940.5418,2731234.331,19.47,Mango garden,Sanower,44291,,,
494,619921.1812,2731179.173,19.59,Mango garden,Sanower,44291,,,
495,619978.0956,2731155.585,19.50,Mango garden,Sanower,44291,,,
496,619939.4222,2731101.867,19.55,Mango garden,Sanower,44291,,,
497,619879.8795,2731159.64,19.80,Mango garden,Sanower,44291,,,
498,619939.4325,2731035.167,19.61,Mango garden,Sanower,44291,,,
499,619830.804,2731055.665,20.01,Mango garden,Sanower,44291,,,
500,619863.1571,2731193.131,19.71,Mango garden,Sanower,44291,,,
501,619849.9962,2731138.287,19.74,Mango garden,Sanower,44291,,,
502,619876.6743,2731254.204,19.58,Mango garden,Sanower,44291,,,
503,619888.2747,2731302.65,19.57,Mango garden,Sanower,44291,,,
504,619899.137,2731352.979,19.53,Mango garden,Sanower,44291,,,
505,619840.1916,2731325.264,19.80,Mango garden,Sanower,44291,,,
506,619912.5902,2731432.326,19.18,Mango garden,Sanower,44291,,,
507,619764.331,2731340.447,19.78,Mango garden,Sanower,44291,,,
508,619860.3244,2731451.842,19.48,Mango garden,Sanower,44291,,,
509,619838.45,2731384.284,19.67,Mango garden,Sanower,44291,,,
510,619709.3901,2731299.873,20.35,BS,Sanower,44291,,,
511,619781.4203,2731313.592,19.97,Mango garden,Sanower,44291,,,
512,619789.9867,2731372.063,19.73,Mango garden,Sanower,44291,,,
513,619757.7652,2731338.67,20.08,Mango garden,Sanower,44291,,,
514,619801.9872,2731406.451,19.69,Mango garden,Sanower,44291,,,
515,619719.2442,2731372.703,19.98,Mango garden,Sanower,44291,,,
516,619740.807,2731420.335,19.86,Mango garden,Sanower,44291,,,
517,619663.0666,2731379.007,20.09,Mango garden,Sanower,44291,,,
518,619670.934,2731465.042,20.05,Mango garden,Sanower,44291,,,
519,619604.347,2731468.316,20.37,Mango garden,Sanower,44291,,,
520,619576.5621,2731424.476,20.18,Mango garden,Sanower,44291,,,
521,619591.172,2731332.833,20.31,Mango garden,Sanower,44291,,,
522,619553.6929,2731354.816,20.26,Mango garden,Sanower,44291,,,
523,619609.6395,2731286.722,20.32,Mango garden,Sanower,44291,,,
524,619538.6423,2731293.671,20.33,Mango garden,Sanower,44291,,,
525,619599.9296,2731226.34,20.13,Mango garden,Sanower,44291,,,
526,619527.2095,2731213.569,20.47,Mango garden,Sanower,44291,,,
527,619595.1209,2731165.476,20.10,Mango garden,Sanower,44291,,,
528,619517.369,2731145.54,20.49,Mango garden,Sanower,44291,,,
529,619569.0644,2731131,20.03,Mango garden,Sanower,44291,,,
530,619631.4582,2731103.636,20.26,Mango garden,Sanower,44291,,,
531,619689.4018,2731112.229,20.26,Mango garden,Sanower,44291,,,
532,619658.0261,2731200.058,20.22,Mango garden,Sanower,44291,,,
533,619732.4508,2731162.879,20.16,Mango garden,Sanower,44291,,,
534,619696.5841,2731249.364,20.48,Mango garden,Sanower,44291,,,
535,619747.5066,2731252.272,20.12,Mango garden,Sanower,44291,,,
536,619699.7664,2731304.624,20.08,Mango garden,Sanower,44291,,,
537,619768.9044,2731299.338,20.03,Mango garden,Sanower,44291,,,
538,619825.0738,2731274.498,19.93,Mango garden,Sanower,44291,,,
539,619811.4629,2731209.575,20.02,Mango garden,Sanower,44291,,,
540,619815.3776,2731150.522,20.16,Mango garden,Sanower,44291,,,
541,619758.9527,2730995.731,20.23,BS,Sanower,44291,,,
542,619847.1903,2731018.18,19.86,Mango garden,Sanower,44291,,,
543,619817.0772,2731036.689,20.00,Mango garden,Sanower,44291,,,
544,619766.903,2731064.289,20.10,Mango garden,Sanower,44291,,,
545,619725.1612,2731075.041,20.18,Mango garden,Sanower,44291,,,
546,619660.5415,2731091.845,20.24,Mango garden,Sanower,44291,,,
547,619601.1258,2731097.314,20.31,Mango garden,Sanower,44291,,,
548,619538.6052,2731096.061,20.27,Mango garden,Sanower,44291,,,
549,619502.5104,2731104.779,20.32,Mango garden,Sanower,44291,,,
550,619491.5601,2731021.284,20.39,Mango garden,Sanower,44291,,,
551,619569.5885,2730996.056,20.30,Mango garden,Sanower,44291,,,
552,619643.2341,2730999.689,20.33,Mango garden,Sanower,44291,,,
553,619722.3265,2730983.155,20.25,Mango garden,Sanower,44291,,,
554,619788.1766,2730952.67,20.10,Mango garden,Sanower,44291,,,
555,619791.4631,2730863.147,20.06,Mango garden,Sanower,44291,,,
556,619709.2523,2730886.482,20.20,Mango garden,Sanower,44291,,,
557,619642.2237,2730904.414,20.37,Mango garden,Sanower,44291,,,
558,619561.1711,2730918.844,20.47,Mango garden,Sanower,44291,,,
559,619506.2581,2730933.056,20.47,Mango garden,Sanower,44291,,,
560,619452.9002,2730952.489,20.51,Mango garden,Sanower,44291,,,
561,619409.1685,2730879.734,20.52,Mango garden,Sanower,44291,,,
562,619481.9925,2730860.46,20.46,Mango garden,Sanower,44291,,,
563,619551.8678,2730837.838,20.70,Mango garden,Sanower,44291,,,
564,619595.3255,2730824.926,20.60,Mango garden,Sanower,44291,,,
565,619657.0725,2730807.223,20.66,Mango garden,Sanower,44291,,,
566,619719.5493,2730794.747,20.31,Mango garden,Sanower,44291,,,
567,619757.4655,2730789.511,20.13,Mango garden,Sanower,44291,,,
568,619755.7477,2730717.956,20.12,Mango garden,Sanower,44291,,,
569,619673.468,2730729.289,20.64,Mango garden,Sanower,44291,,,
570,619618.2638,2730737.476,20.77,Mango garden,Sanower,44291,,,
571,619567.2363,2730746.46,20.72,Mango garden,Sanower,44291,,,
572,619496.561,2730766.699,20.61,Mango garden,Sanower,44291,,,
573,619436.1789,2730786.527,20.71,Mango garden,Sanower,44291,,,
574,619759.9829,2730996.021,20.23,BS,Sanower,44291,,,
575,619809.0095,2731036.133,19.95,Mango garden,Sanower,44291,,,
576,619859.5677,2731043.866,19.93,Mango garden,Sanower,44291,,,
577,619901.2771,2731036.369,19.66,Mango garden,Sanower,44291,,,
578,619951.6394,2731025.555,19.64,Mango garden,Sanower,44291,,,
579,619968.5936,2730967.671,19.62,Mango garden,Sanower,44291,,,
580,619925.817,2730975.944,19.76,Mango garden,Sanower,44291,,,
581,619879.3493,2730979.959,19.83,Mango garden,Sanower,44291,,,
582,619824.5377,2730986.082,20.05,Mango garden,Sanower,44291,,,
583,619780.6917,2730970.55,20.13,Mango garden,Sanower,44291,,,
584,619764.4148,2730900.168,20.12,Mango garden,Sanower,44291,,,
585,619819.0426,2730887.192,20.02,Mango garden,Sanower,44291,,,
586,619862.0787,2730862.65,19.96,Mango garden,Sanower,44291,,,
587,619920.3966,2730855.791,19.80,Mango garden,Sanower,44291,,,
588,619952.4049,2730845.336,19.82,Mango garden,Sanower,44291,,,
589,619947.5056,2730784.622,19.69,Mango garden,Sanower,44291,,,
590,619897.3537,2730763.9,19.68,Mango garden,Sanower,44291,,,
591,619832.2635,2730770.572,19.89,Mango garden,Sanower,44291,,,
592,619777.3852,2730772.464,20.13,Mango garden,Sanower,44291,,,
593,619835.8778,2730665.967,20.16,BS,Sanower,44291,,,
594,619929.0113,2730796.497,19.71,Mango garden,Sanower,44291,,,
595,619865.276,2730794.493,19.79,Mango garden,Sanower,44291,,,
596,619928.4698,2730704.885,19.66,Mango garden,Sanower,44291,,,
597,619850.9983,2730716.186,19.87,Mango garden,Sanower,44291,,,
598,619836.4435,2730632.089,20.03,Mango garden,Sanower,44291,,,
599,619914.1688,2730627.37,19.72,Mango garden,Sanower,44291,,,
600,619830.023,2730559.961,20.07,Mango garden,Sanower,44291,,,
601,619896.4238,2730532.719,19.79,Mango garden,Sanower,44291,,,
602,619882.1195,2730455.148,19.75,Mango garden,Sanower,44291,,,
603,619814.1636,2730481.635,20.13,Mango garden,Sanower,44291,,,
604,619865.5863,2730387.926,19.79,Mango garden,Sanower,44291,,,
605,619769.4018,2730385.031,20.33,Mango garden,Sanower,44291,,,
606,619753.9432,2730451.116,20.36,Mango garden,Sanower,44291,,,
607,619685.5803,2730398.906,21.06,Mango garden,Sanower,44291,,,
608,619753.2932,2730521.335,20.40,Mango garden,Sanower,44291,,,
609,619685.3565,2730490.955,20.79,Mango garden,Sanower,44291,,,
610,619697.4845,2730566.978,20.57,Mango garden,Sanower,44291,,,
611,619769.3596,2730608.802,20.20,Mango garden,Sanower,44291,,,
612,619701.2944,2730673.499,20.49,Mango garden,Sanower,44291,,,
613,619780.6417,2730692.322,20.20,Mango garden,Sanower,44291,,,
614,619710.0792,2730755.088,20.46,Mango garden,Sanower,44291,,,
615,619791.288,2730745.58,20.12,Mango garden,Sanower,44291,,,
616,619623.5814,2730763.944,20.88,Mango garden,Sanower,44291,,,
617,619557.0107,2730788.58,20.79,Mango garden,Sanower,44291,,,
618,619604.3794,2730686.098,20.96,Mango garden,Sanower,44291,,,
619,619540.0098,2730729.875,20.90,Mango garden,Sanower,44291,,,
620,619510.4862,2730686.281,20.91,Mango garden,Sanower,44291,,,
621,619585.2295,2730623.25,21.03,Mango garden,Sanower,44291,,,
622,619570.1696,2730571.682,21.22,Mango garden,Sanower,44291,,,
623,619521.2356,2730559.066,21.23,Mango garden,Sanower,44291,,,
624,619603.4611,2730505.597,21.10,Mango garden,Sanower,44291,,,
625,619531.4619,2730467.334,21.30,Mango garden,Sanower,44291,,,
626,619623.4888,2730472.557,20.99,Mango garden,Sanower,44291,,,
627,619629.6614,2730431.982,21.19,Mango garden,Sanower,44291,,,
628,619420.2314,2730890.232,21.12,Mango garden,Sanower,44291,,,
629,619335.2514,2730515.325,21.05,Mango garden,Sanower,44291,,,
630,619458.2314,2730602.214,21.16,Mango garden,Sanower,44291,,,
631,619345.4321,2730629.37,21.06,Mango garden,Sanower,44291,,,
632,619412.3214,2730704.125,20.95,Mango garden,Sanower,44291,,,
633,619651.2134,2730622.365,21.03,Mango garden,Sanower,44291,,,
634,619769.3251,2731511.148,20.87,Mango garden,Sanower,44291,,,
635,617008.512,2743963.699,21.11,BSS09,Sanower,44261,,,
636,617006.871,2743964.497,20.68,Land,Sanower,44261,,,
637,616893.598,2743971.27,20.33,Land,Sanower,44261,,,
638,617023.474,2744059.738,20.14,Land,Sanower,44261,,,
639,616890.1,2744054.065,20.29,Land,Sanower,44261,,,
640,617018.812,2744142.796,20.15,Land,Sanower,44261,,,
641,617040.308,2744197.039,20.09,Land,Sanower,44261,,,
642,616909.425,2744217.569,20.35,Land,Sanower,44261,,,
643,617058.234,2744279.264,20.10,Land,Sanower,44261,,,
644,616912.652,2744337.311,20.33,Land,Sanower,44261,,,
645,617087.195,2744364.899,20.08,Land,Sanower,44261,,,
646,616926.976,2744400.858,20.47,Land,Sanower,44261,,,
647,617032.866,2744377.297,20.12,Land,Sanower,44261,,,
648,616964.178,2744392.331,20.20,Land,Sanower,44261,,,
649,616860.212,2744400.463,20.53,Land,Sanower,44261,,,
650,616830.456,2744314.979,20.92,Land,Sanower,44261,,,
651,616823.474,2744225.739,20.98,Land,Sanower,44261,,,
652,616755.275,2744231.204,21.16,Mango Garden,Sanower,44261,,,
653,616794.921,2744185.741,20.68,Mango Garden,Sanower,44261,,,
654,616710.586,2744198.449,21.08,Mango Garden,Sanower,44261,,,
655,616703.07,2744136.785,21.23,Mango Garden,Sanower,44261,,,
656,616779.462,2744072.806,20.63,Mango Garden,Sanower,44261,,,
657,616677.476,2744077.569,21.00,Mango Garden,Sanower,44261,,,
658,616806.455,2744014.204,20.43,Mango Garden,Sanower,44261,,,
659,616657.38,2743991.933,21.05,Mango Garden,Sanower,44261,,,
660,616804.84,2743977.144,20.50,Mango Garden,Sanower,44261,,,
661,616761.004,2743960.376,21.32,Mango Garden,Sanower,44261,,,
662,616705.341,2743900.906,21.62,Mango Garden,Sanower,44261,,,
663,616674.862,2743959.57,20.88,Mango Garden,Sanower,44261,,,
664,616840.909,2743952.578,21.76,Mango Garden,Sanower,44261,,,
665,616833.9,2743912.143,21.68,Mango Garden,Sanower,44261,,,
666,616592.286,2743982.827,21.18,Mango Garden,Sanower,44261,,,
667,616852.131,2743856.824,21.46,Mango Garden,Sanower,44261,,,
668,616615.101,2744040.371,21.72,Mango Garden,Sanower,44261,,,
669,616812.02,2743876.657,21.62,Mango Garden,Sanower,44261,,,
670,616623.801,2744119.626,21.18,Mango Garden,Sanower,44261,,,
671,616627.822,2744184.934,21.23,Mango Garden,Sanower,44261,,,
672,616938.833,2743840.428,21.42,Mango Garden,Sanower,44261,,,
673,616680.37,2744241.056,21.36,Mango Garden,Sanower,44261,,,
674,616945.426,2743917.739,21.29,Mango Garden,Sanower,44261,,,
675,616901.292,2743925.17,21.27,Mango Garden,Sanower,44261,,,
676,616680.855,2744255.138,21.43,Mango Garden,Sanower,44261,,,
677,617110.929,2743987.936,20.43,Land,Sanower,44261,,,
678,617102.28,2744040.704,20.27,Land,Sanower,44261,,,
679,617121.498,2744016.801,20.22,Land,Sanower,44261,,,
680,617110.318,2743936.189,21.46,Land,Sanower,44261,,,
681,617069.121,2743844.727,21.69,Land,Sanower,44261,,,
682,617050.473,2743844.364,21.58,Earthen Road,Sanower,44261,,,
683,616981.817,2743850.063,21.52,Earthen Road,Sanower,44261,,,
684,616906.17,2743793.676,21.62,Earthen Road,Sanower,44261,,,
685,616860.816,2743790.677,21.78,Earthen Road,Sanower,44261,,,
686,616748.076,2743776.072,22.13,Earthen Road,Sanower,44261,,,
687,617357.77,2743988.055,20.43,BSS10,Sanower,44261,,,
688,617309.278,2743990.103,20.95,Earthen Road,Sanower,44261,,,
689,617309.634,2743976.6,19.96,Land,Sanower,44261,,,
690,617305.059,2743876.327,19.99,Land,Sanower,44261,,,
691,617426.124,2743973.984,20.12,Land,Sanower,44261,,,
